,start_pos,n_gram_size,word,vicinity,context,level,source_file
2723,49616,6,многое,овцтпн_МНОГОЕ_рсгиге,"минут. Наконец, отрываясь губами от ее рта, Соломон говоритвупоении, и голос его дрожит:
   -- О, ты",word,rus_fiction_kuprin_sulamif_1908_povest.txt
2724,56015,5,годен,мявсэ_ГОДЕН_мфмпе,"где он добывается, его называют Мгнадис-Фза. Мне подарил его отец моей жены, царицы Астис, египетски",word,rus_fiction_kuprin_sulamif_1908_povest.txt
2725,59519,5,ранен,бдсси_РАНЕН_бквоб,разноцветный агат -- носящий его не боится козней враговиизбегает опасности быть раздавленным во вре,word,rus_fiction_kuprin_sulamif_1908_povest.txt
2726,71245,5,сборе,чисзт_СБОРЕ_кнско,"страшную бедностьилишения. Он рассказал ейотом, каквотдаленной неизвестной стране, когда он стоял на",word,rus_fiction_kuprin_sulamif_1908_povest.txt
2727,79890,5,моего,ткоин_МОЕГО_иппдс,"мерно обвевал ее голову опахалом из павлиньих перьев, другие сидели на полу, впиваясьвцарицу безумно",word,rus_fiction_kuprin_sulamif_1908_povest.txt
2728,86942,5,тесно,бдгов_ТЕСНО_зангс,"только ее серебряные ноги, обвитые змеей, а над головою серебряный диск, включенныйвкоровьи рога. И ",word,rus_fiction_kuprin_sulamif_1908_povest.txt
2729,49616,6,многое,овцтпн_МНОГОЕ_рсгиге,"минут. Наконец, отрываясь губами от ее рта, Соломон говоритвупоении, и голос его дрожит:
   -- О, ты",word,rus_fiction_kuprin_sulamif_1908_povest.txt
2730,27550,5,доске,днзкг_ДОСКЕ_оотбп,"девать от стыда. Корчит его от омерзения. Такидала бы по морде. Прежде чем рубль дать, он еговкарман",word,rus_fiction_kuprin_yama_1915_povest.txt
2731,101901,5,вином,спвтн_ВИНОМ_дсдкт,"входилавкруг их негласных обязанностей. Между девушками существовало даже какое-то вздорное, детское",word,rus_fiction_kuprin_yama_1915_povest.txt
2732,157557,5,порок,сиооо_ПОРОК_твпоз,"приказчике, о ребенкеиопрестарелом отце, который там, в провинции, оплакивает заблудшую дочьиумоляет",word,rus_fiction_kuprin_yama_1915_povest.txt
2733,188326,5,гостю,очксп_ГОСТЮ_ннваб,"города, очарованная сладостной теплотой южных ночей, напоенных вкрадчивым ароматом белой акации, - э",word,rus_fiction_kuprin_yama_1915_povest.txt
2734,195285,5,нрава,узовв_НРАВА_тивкс,"например, русское, а вот английское трико или вот кангаришевиот. Сравните, пощупайте, и вы убедитесь",word,rus_fiction_kuprin_yama_1915_povest.txt
2735,236577,5,росту,кбдсс_РОСТУ_чвоам,"румынского оркестра сидел толстый, усатый человек, вероятно, отец, а может быть, дажеидедушка многоч",word,rus_fiction_kuprin_yama_1915_povest.txt
2736,237186,5,сотни,чпоэн_СОТНИ_дтимб,"сказал он, - тут нужна или долгая тренировка, или, может быть, наследственные способности. Голова кр",word,rus_fiction_kuprin_yama_1915_povest.txt
2737,242405,5,спина,нптнн_СПИНА_свавг,"своих плечах известность.
   - Но артистическая слава? - возразил адвокат.Власть гения! Это ведь ист",word,rus_fiction_kuprin_yama_1915_povest.txt
2738,253992,5,похож,хххву_ПОХОЖ_нклхх,"приходит,
   Онокраже хлопочет,
   Она же на кровати
   Лежитихохочет...
   Ха-ха-ха!
  
   Наутро м",word,rus_fiction_kuprin_yama_1915_povest.txt
2739,263347,5,полка,бдивс_ПОЛКА_ивскт,"позеленели обмытые листья каштанов, акацийитополей. И вдруг стало как-то мечтательно-тихоимедлительн",word,rus_fiction_kuprin_yama_1915_povest.txt
2740,270558,5,толки,жптгп_ТОЛКИ_тгхдд,"тень от лампового колпака. Из той глубокой, хотяиуродливой душевной деликатности, которая свойственн",word,rus_fiction_kuprin_yama_1915_povest.txt
2741,383922,5,локти,нмбдг_ЛОКТИ_дктнс,"Любка обладала какой-то инстинктивной домовитостью, какой-то незаметной способностью создавать вокру",word,rus_fiction_kuprin_yama_1915_povest.txt
2742,433408,5,кошка,оитпд_КОШКА_кпкнд,"которые, отвернув шею классическому аистуивырвавскорнем капусту, под которой находят детей, рекоменд",word,rus_fiction_kuprin_yama_1915_povest.txt
2743,435508,5,колен,всфви_КОЛЕН_ткппз,"как она любит его неистовоистрастно.
   Тут, кстати, подоспелаинеизбежная полоса затяжного запойного",word,rus_fiction_kuprin_yama_1915_povest.txt
2744,520844,5,умник,бцтлс_УМНИК_туамд,"удачаиприличные манеры.
   Но и, кроме того, у Анны Марковны, довольно ограниченной умомине особенно",word,rus_fiction_kuprin_yama_1915_povest.txt
2745,555622,5,прост,непте_ПРОСТ_нчепн,"прямо руками. Она стала такой неряшливойизабывчивой, что ей приходилось напоминатьонекоторых естеств",word,rus_fiction_kuprin_yama_1915_povest.txt
2746,562779,6,подаст,ердтат_ПОДАСТ_жркияу,"посещал онсзнакомыми духовными академиками, с такими же регентами, какион, испсаломщиками Ямскую ули",word,rus_fiction_kuprin_yama_1915_povest.txt
2747,562779,6,подаст,ердтат_ПОДАСТ_жркияу,"посещал онсзнакомыми духовными академиками, с такими же регентами, какион, испсаломщиками Ямскую ули",word,rus_fiction_kuprin_yama_1915_povest.txt
2748,5762,5,посох,врпгк_ПОСОХ_дозкк,"позвал он сторожа. - Отвори. Хочувсортир.
   Дядька отворил замокивыпустил кадета. Карцер был распол",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2749,8731,5,донос,икрнм_ДОНОС_мюсвл,"дежурстве!
   Отте начал очень спокойно:
   - Милый юноша, сколько вам лет?
   - А вам не все ли рав",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2750,31415,5,синие,днчсв_СИНИЕ_снюас,"стишки? И настоящее имя ее совсем не Юлия, а скорее Геба, Гера, Юнона, Церера или другое величествен",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2751,36575,5,полон,вмврс_ПОЛОН_сечан,"Погас огонек лампывдачном окне: ночь стала еще чернее.
   Александров ничего не видел, но он слышал ",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2752,49676,5,водки,чжвст_ВОДКИ_окгая,"волосья отпустили? Думаете, красиво?
   И он кричит громко:
   - Андриевич!
   - Я! - раздается откл",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2753,56983,5,везде,цдркн_ВЕЗДЕ_ндеуо,"всячески его запрещаемине допустим его никогда. Да его ужеинет, оно прошло, и мы забылионем. Не прав",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2754,95838,5,сухое,дмсва_СУХОЕ_двкюм,"стены училища. Хотя он еще долгое время, как юнкер младшего класса, будет носить общее прозвище ""фар",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2755,147891,5,носом,ткпнн_НОСОМ_обсвс,"необитаемый остров среди озера Мичиган. Они были со всех сторон обложены индейцами, но взять их не у",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2756,151098,7,кликнул,вниитжн_КЛИКНУЛ_псгптрм,"книжный ларек Изымяшева. К немуиобратитесь.
   У ларька, прислоняськнему спиной, грыз подсолнушки то",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2757,173084,5,охоту,пнссб_ОХОТУ_анбвк,"очень хороша. Она трогала, умилялаивосхищала автора. Но быловего восторгах какое-то непонятноеиневид",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2758,210125,5,спаси,блонд_СПАСИ_сонву,"суток под арест, с исполнением служебных обязанностей"". Но вне условий, требующих крутой дисциплины,",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2759,234353,5,тонко,свктп_ТОНКО_иппее,"то откидывались назад, когда она их промелькнула.
   Помнилось ему еще, как на одном крутом повороте",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2760,258321,5,стоит,уиппс_СТОИТ_мвкчб,"совсем точно они. И тогда мне вдруг кажется, чтоякак будто стала не собой, а этим человеком. Точнояз",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2761,296814,6,наивно,роозтс_НАИВНО_мнзбпк,"ночи Александрова, - им все настойчивее овладевает мысль написать Зиночке Белышевой письмо. Конечно,",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2762,297196,5,спаси,слбсл_СПАСИ_чдсср,старательным почеркомизатем аккуратно складывает ихвшестьдесят четвертую долю. Само собой разумеется,word,rus_fiction_kuprin_yunkera_1932_povest.txt
2763,326913,5,силам,сбдод_СИЛАМ_вдуэк,"с, измельчали люди. Авмое молодое время, давно уже этому, купец КоровинсБалчуга свободно по пятидеся",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2764,347071,5,время,гчомо_ВРЕМЯ_нмэсо,"во рту. Есть моченые яблоки на Масленой - это старый обряд московских студентов. И везде блины, блин",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2765,356234,5,оного,нисти_ОНОГО_гжмвл,"они невольно отводят глаза, отворачивают головывпервые же моменты взгляда. Люди порочные, преступные",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2766,363537,5,запер,лдесп_ЗАПЕР_япмлп,"Зиночка.
   Александров поцеловал ее рукуипродолжал:
   - Я по материнской линии происхожу от татарс",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2767,364673,5,стоил,бклоя_СТОИЛ_окзнн,"скажу только одно: истинная любовь, она, как золото, никогда не ржавеетине окисляется... Она... - и ",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2768,364673,6,стоило,ибклоя_СТОИЛО_кзннро,"скажу только одно: истинная любовь, она, как золото, никогда не ржавеетине окисляется... Она... - и ",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2769,386889,5,спаси,онбтч_СПАСИ_сотчр,сидение под арестом сопровождалось исполнением служебных обязанностей. Три-четыре разавдень нужно бы,word,rus_fiction_kuprin_yunkera_1932_povest.txt
2770,427597,6,однако,одзтдп_ОДНАКО_жддбпп,"отпускаютсявотпуск до начала августа, когда ониводинитот же деньичас должны будут прибытьвучилищную ",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2771,151098,7,кликнул,вниитжн_КЛИКНУЛ_псгптрм,"книжный ларек Изымяшева. К немуиобратитесь.
   У ларька, прислоняськнему спиной, грыз подсолнушки то",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2772,296814,6,наивно,роозтс_НАИВНО_мнзбпк,"ночи Александрова, - им все настойчивее овладевает мысль написать Зиночке Белышевой письмо. Конечно,",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2773,364673,6,стоило,ибклоя_СТОИЛО_кзннро,"скажу только одно: истинная любовь, она, как золото, никогда не ржавеетине окисляется... Она... - и ",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2774,427597,6,однако,одзтдп_ОДНАКО_жддбпп,"отпускаютсявотпуск до начала августа, когда ониводинитот же деньичас должны будут прибытьвучилищную ",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2775,151098,7,кликнул,вниитжн_КЛИКНУЛ_псгптрм,"книжный ларек Изымяшева. К немуиобратитесь.
   У ларька, прислоняськнему спиной, грыз подсолнушки то",word,rus_fiction_kuprin_yunkera_1932_povest.txt
2776,620,5,живем,сгкпс_ЖИВЕМ_рпкво,"живетспростотою инока. Вся его мебель: раскладная парусиновая кровать военного образца, деревянный н",word,rus_fiction_kuprin_zhaneta_1933_povest.txt
2777,32442,5,годен,плвпг_ГОДЕН_роппл,"гарью. Она держала еговстрогости. Новвоскресенье, расфранченные, они прогуливались по лесу, присажив",word,rus_fiction_kuprin_zhaneta_1933_povest.txt
2778,48088,5,обняв,огсне_ОБНЯВ_цгвбс,"однажды бесцеремонныйизлой на язык великий циник граф Витте.
   Брак Симоновасего младшей дочерью Ли",word,rus_fiction_kuprin_zhaneta_1933_povest.txt
2779,37945,5,актер,ососк_АКТЕР_однмт,"А книжечку ты еще развбумажку оберни... да на мокрое‑то не клади, завянет. Ну, покрой тебя господь. ",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2780,134573,5,сонет,ецдрв_СОНЕТ_тэхдв,"сумрачно обронила Настя.
– Если тыисмужчинами так, это хорошо! – деловито вставила Катя и, вдруг взд",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2781,134819,5,кусок,энноб_КУСОК_зорзу,"курчавый... Укусил, – сухо объяснила Катяисо злобой опустила рукав.
– Зачем укусил?.. – не понимала ",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2782,193977,5,мосту,рвннс_МОСТУ_нкнвн,"Махонькая... – определил Сеня, тяжело уставляясь на Катю. Немного вверх, над грудью, где кожа припух",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2783,262224,6,список,сснанк_СПИСОК_бонмпi,"сказать, правда: имел Сергей Остифеич, кроме бабихорошей одежи, не малое пристрастиеквинишку.

IV. С",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2784,326057,5,воска,снмбп_ВОСКА_опезу,"все обгонял свою кобылку, а обогнав, подтягивал еексебе за узду.
У дома, едва привязав кобылкукчерем",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2785,346691,5,сходи,бвчсэ_СХОДИ_пзннд,"слов, хотьижгло оно душу, и, прорастая, звало на новые дела. Та же самая чернота, что висела месяц н",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2786,423861,5,ранен,зэтнх_РАНЕН_ррвук,"рублей...
А ну еекчорту, нашу русскую растяпостьибессмысленные вихляния ума! Как будто для того лишь",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2787,426986,5,песни,оппнк_ПЕСНИ_зснпп,"по его словам, не имея за собой никакой политической подоплеки, являет собою только некоторым образо",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2788,436851,5,топот,втсшп_ТОПОТ_тдкпп,"Тогда оставшееся пустить огоньком, – то‑то дружно крапивы примутся пожженные места обрастать. Прищур",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2789,450106,5,тоску,псунм_ТОСКУ_жпдбн,"того обилие старой конской упряжи. Жирно пахло дегтем. Больше не дала разглядывать Гарасимова жена:
",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2790,455110,5,свист,брзбб_СВИСТ_смдск,"Семен выпутаться из собственной тины.
«...собрать милльон, даскосами, с кольем... Мы, мол, есть! Мож",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2791,511003,5,небом,эмсвс_НЕБОМ_мкюан,"Налить ему! Брыкин, отрежь Махметке мясца! – командовал Юда. – А ну, Махметка, рассказывай – вали пр",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2792,531720,5,небом,тпнле_НЕБОМ_ниснн,"непокорное ему, беспорядочнейибурней отражало Мишкины настроения и, среди них, неутолимое хотенье ка",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2793,547604,5,топот,учдчо_ТОПОТ_бссдш,"тут, она подходила осторожно, точно боялась спугнуть свою добычу шорохом задержанного дыханья. По зв",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2794,550693,5,везти,лгсст_ВЕЗТИ_втвто,"ведь, если захочешь, ты их вот так, вот так... – она хрустела пальцамиижгла дыханьем серое, большое ",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2795,596472,5,мерно,пнхов_МЕРНО_ртвмж,"можжевелаинюхая ее, растертуювпальцах.
– Не отпевай раньше‑то времени. Мать жива еще! – и ударил пал",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2796,601313,7,спутник,нднзопв_СПУТНИК_ппкрнят,"словно по уговоруипостояли таксминуту, несогласные. Искусственный каблук Павла пришелся как раз на я",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2797,602698,5,водки,чобсв_ВОДКИ_нбкнп,"Все они дружелюбно курили, и не было, казалось, никакой причины завтра же, быть может, сходиться на ",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2798,262224,6,список,сснанк_СПИСОК_бонмпi,"сказать, правда: имел Сергей Остифеич, кроме бабихорошей одежи, не малое пристрастиеквинишку.

IV. С",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2799,601313,7,спутник,нднзопв_СПУТНИК_ппкрнят,"словно по уговоруипостояли таксминуту, несогласные. Искусственный каблук Павла пришелся как раз на я",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2800,601313,7,спутник,нднзопв_СПУТНИК_ппкрнят,"словно по уговоруипостояли таксминуту, несогласные. Искусственный каблук Павла пришелся как раз на я",word,rus_fiction_leonov-l_barsuki_1962_roman.txt
2801,10896,5,песок,нткнд_ПЕСОК_пвумд,"преследовал его сзади.

— ...Обстоятельства крушения представляютсявследующем виде. Уклонвэтом месте",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2802,41380,5,скоро,епэбе_СКОРО_мпфлп,"способ куриловского отдыха. Разумеется, он мог предаваться фантазиям лишьвтесных пределах книг, на к",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2803,41380,6,скором,депэбе_СКОРОМ_пфлпкн,"способ куриловского отдыха. Разумеется, он мог предаваться фантазиям лишьвтесных пределах книг, на к",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2804,148785,5,почве,ввоуо_ПОЧВЕ_ввбич,план объяснениясмолодым человеком (в его возрасте все без исключения человечество казалось ему легко,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2805,154786,5,имели,усгоо_ИМЕЛИ_енусн,"Ильи милую его Лизу, и ему не удавалось смотреть на нее иным, чем зрительским глазом. Участие Лизывп",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2806,159579,5,строк,вшвнк_СТРОК_озхеп,Сквозь тонкую рубашку он кожей ощутил зимний холодок ее пуговиц. Статья знаменитого уролога валялась,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2807,194238,5,тоски,гпбнг_ТОСКИ_вщднм,"точно он сам касался ими влажных щек девушки. Наверно, Марина давно ушла, отчаявшисьввозможности объ",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2808,208607,5,донос,еиэкв_ДОНОС_вждон,"дружба останется неизменной. Она скрепляет вас железнойиразумной дисциплиной, она не портится, не вы",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2809,212361,5,карту,нбннс_КАРТУ_мслрб,"Кроме аспирина, рекомендовали также умеренный массаж, синюю лампу, русскую банюсвеничком, спиртовой ",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2810,267298,5,мерно,бвснм_МЕРНО_бдуос,"мельканье его резвыхибесчисленных ног. Он бежал до упаду, отставал, стлался кустарничком, прикидывал",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2811,270017,5,никто,дпэаа_НИКТО_зооре,"Никитич. И, кроме того, он занятой, он ответственный работник: ему пальто действительно нужно! (Хотя",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2812,306454,5,носил,пэссн_НОСИЛ_дмчаб,но однажды согрешил из любознательностиилечился двасполовиной месяца; чтоуНиколая Аристарховича были,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2813,334683,5,увлек,сцагг_УВЛЕК_локко,"угорела! — в лицо ему кричит Лиза. Он кивает, кивает, обрадованный, что она не сердится на него.

— ",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2814,334694,6,влекло,сцаггу_ВЛЕКЛО_ккочон,"в лицо ему кричит Лиза. Он кивает, кивает, обрадованный, что она не сердится на него.

— Ты осторожн",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2815,375143,5,ровно,чтсор_РОВНО_мспсэ,"русл, оно вливалосьвтрепетный недремлющий Океан. Материя стремительно пронеслась сквозь эти призраки",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2816,387880,5,полка,пноин_ПОЛКА_ннлкд,"примете оставалась лишь Клавдия. Алексей Никитич не любил, когда даром пропадает добро. На всякий сл",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2817,407127,5,сукно,пнддс_СУКНО_еипмп,"спокойное удивление Клавдии не отрезвило ее, испуг пришел много позже. Клавдия не переспрашивала, он",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2818,470478,6,мнение,здрпхв_МНЕНИЕ_шмкбуэ,"мужей. Нет, ее не интересовали его шашниспациентками!

— Меня крайне беспокоит участь этого ребенка.",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2819,518356,5,стену,усиоч_СТЕНУ_особи,"свои творенья, еще не успевшие осознать себя; она бьет их по головам, приговаривая навскрик— не то, ",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2820,539704,5,особо,стлрч_ОСОБО_снлпс,"опухоль сопряженаскамнями; онииобъясняют боль. Он советовал немедленно ложитьсявклинику, пока случай",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2821,591340,5,куски,ссрвг_КУСКИ_унибс,"катера ударили с 15 кабельтовых; их уничтожили немедленно, и было страшно видеть, что никто не прыга",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2822,592623,5,своим,опсбо_СВОИМ_добпп,сознанием. Внезапно один из миноносцев Деттера открыл бешеную пальбу по этому воющему сгустку издыря,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2823,596391,5,вдове,пдпст_ВДОВЕ_онбит,вместо денег он выдавал ей отрез на блузку или талоны на еду. Ее объявляли артисткой столичных театр,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2824,601658,5,собор,бетоп_СОБОР_виосо,"совпадали. Он был огромный, рябоватый, великодушный. И он спрашивал обо всем так просто, как будто з",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2825,652044,5,тетки,всоив_ТЕТКИ_сппко,"так ему тогда казалось) и старался припомнить, при каких обстоятельствах они встречались раньше.

— ",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2826,673030,5,носки,нгкво_НОСКИ_отппв,"недвижным, он сжимал кулаки, и оно туго подавалось, продавливалось внутрь, хрящеватое, теплое, ненав",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2827,697601,5,скрип,снквп_СКРИП_нкрвг,снежная кашицасхлюпаньем раздавалась из-под ног. Катя Решеткина высоким голосом затянула про комсомо,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2828,703091,5,порой,чфзлл_ПОРОЙ_умнон,"полночь; они рыщутипо окраинам!

«Йюк, у Махуб не осталось ничего. Все выпито, валлаги-билляги! Горл",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2829,749224,5,уроки,нссдф_УРОКИ_чгнсм,"упорством, руководясь отчаяньем, как инстинктом, что гонит на старое место перелетную стаю по весне;",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2830,800988,5,видел,пдтлл_ВИДЕЛ_нмляс,ветерок их движений еще лежит на моем лице. Я слышал смехинежные слова; мне было грустно покидать Ок,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2831,801484,5,носом,тпчрн_НОСОМ_обпсн,"не остановимые события отрывали меня от блужданий по сияющей неизвестности.




СОЛДАТ СТУЧИТ ВЕСЛОМ",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2832,811884,5,столу,шнвпк_СТОЛУ_квипн,"спрятанным туда от любознательности уборщиц, как вывернулся из-под него стул, и он, всем телом чиркн",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2833,815201,5,вкусе,кпсил_ВКУСЕ_шивтн,"видела, каких усилий стоила ему шутка.— И вы тоже... не сердитесь на меня, товарищ!

— Мне жалко вас",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2834,833974,5,поник,унпеп_ПОНИК_ноури,"первой опаляющей ночи; и когда насытится, она уйдетспервым русским... и они посмеются над тобой, Сай",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2835,845205,5,топот,втцзп_ТОПОТ_випнс,"трубы, он полез обратно. Требовалось выкинуть из песочницы набившийся снегипоставить крышку на место",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2836,902260,5,иного,икбдп_ИНОГО_евржс,их наперво от головы оторвать. — Ему вспомнился разговорсКлавдиейотом же самом; он решил испытать эт,word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2837,946466,5,зорко,мдуму_ЗОРКО_вкабк,"Заметавшись, он распахнул курткуипринялся отстегивать внутренний карман. Английская булавка колола п",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2838,972415,5,водки,лнпчд_ВОДКИ_еузну,"воображаемую операцию до конца. И едва успел зашить недвижимое, условное тело перед собою, Глеб собр",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2839,980016,5,сбоку,ввтпм_СБОКУ_мпрпе,"Стул был один. Клавдия усадила мальчикаисама присела рядом, придерживая его за плечи. На свидание бы",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2840,993298,5,почву,егоум_ПОЧВУ_ндпнэ,"приятно. О чем вы?

Уже настойчивее дежурный повторилопроисшествии. Нет, этот ворвавшийся человек вр",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2841,998892,5,никто,кивпт_НИКТО_кчове,"нечистом (и, кроме того, островерхая крышка чернильницы отрезвляюще вдавилась емувладонь); он опусти",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2842,1012579,5,годом,упмпт_ГОДОМ_пэвзз,"грешившийвлитературе, он давно обещал мне показать эту восходящую знаменитость за работой. Еще месяц",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2843,1045748,5,никто,пчодб_НИКТО_осопн,"непременно инженером каких-то особенно ответственных сооружений. Он произнес несколько слов, какиевп",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2844,1073672,5,верят,кскок_ВЕРЯТ_зваэд,"вы естьикем работаете. Я-то знаю вас, а это для товарищей... И только не торопитесь! — предупредител",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2845,41380,6,скором,депэбе_СКОРОМ_пфлпкн,"способ куриловского отдыха. Разумеется, он мог предаваться фантазиям лишьвтесных пределах книг, на к",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2846,334694,6,влекло,сцаггу_ВЛЕКЛО_ккочон,"в лицо ему кричит Лиза. Он кивает, кивает, обрадованный, что она не сердится на него.

— Ты осторожн",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2847,470478,6,мнение,здрпхв_МНЕНИЕ_шмкбуэ,"мужей. Нет, ее не интересовали его шашниспациентками!

— Меня крайне беспокоит участь этого ребенка.",word,rus_fiction_leonov-l_doroga-na-okean_1935_roman.txt
2848,47631,5,подав,нкбмо_ПОДАВ_осмки,"Пожалейте отечество, дорогой!» Аяуж вконец осатанел: «Седло мне, — кричувзапале, — иявам покажу вось",word,rus_fiction_leonov-l_vor_1959_roman.txt
2849,79855,5,осени,плфжч_ОСЕНИ_тсэмн,"он собьет ее ногой, именно так слагалось это место ненаписанной повести. Однако Митькина нога избегл",word,rus_fiction_leonov-l_vor_1959_roman.txt
2850,79919,5,помни,тсэмн_ПОМНИ_иитжп,"повести. Однако Митькина нога избегла искушения, и тотчас же после его ухода из кучки жильцов выступ",word,rus_fiction_leonov-l_vor_1959_roman.txt
2851,102236,5,гвидо,тофпн_ГВИДО_ишфщв,"гнушавшийся, впрочем, и другими отраслями, или шнифер Федор Щекутин, выезжавший ещевцарское время на",word,rus_fiction_leonov-l_vor_1959_roman.txt
2852,136211,5,будут,мснск_БУДУТ_псмск,"бы, убедительные доводы ума.
 Тут пропала старшая Митина сестра, которой больше всего доставалось от",word,rus_fiction_leonov-l_vor_1959_roman.txt
2853,136895,5,миром,нвупп_МИРОМ_ожчтч,"мастер из Рогова. Он милостиво отведал жидкого чайкууЕгораивсе толковалобожественном, что доставляло",word,rus_fiction_leonov-l_vor_1959_roman.txt
2854,145494,5,никто,пмсис_НИКТО_мопсз,"навсегда. И как только опасность миновала, оставляя по себе запах разогретого железа, и головокружен",word,rus_fiction_leonov-l_vor_1959_roman.txt
